generated_query,device_info,language
"Fridge ka freezer temperature 2 karo aur fan chalao, phir laundry super speed pe koro, aur microwave ko deodorize koro.","[{'device': 'fridge', 'mode': 'SetFreezerTemp', 'args': {'temperature': 2}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'SuperSpeed', 'args': {'load_size': 1}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'power', 'args': {'state': 'on'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Deodorize', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Romanised Hindi (Latin)
"microwave convection mode-il 800 watts-il 12.5 minutes set cheyyu, cooling turbo-yil aaku, laundry towels-il koodi nadannu pokatte, dryer denim-il aaku, appo thanne fan on aavatte.","[{'device': 'microwave', 'mode': 'Convection', 'args': {'watts': 800, 'time': 12.5}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'Turbo', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'Towels', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'Denim', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'power', 'args': {'state': 'on'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]",Romanised Malayalam (Latin)
"Pehle fridge ko self clean karo, phir tv ko record karo 2 minute ke liye aur microwave mein convection mode chalao 100 watts par 18 minute ke liye, phir fan ki speed 3 level badhao aur dryer mein steam sanitize chalao jab load partial wet ho.","[{'device': 'fridge', 'mode': 'SelfClean', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'tv', 'mode': 'record', 'args': {'duration': 2}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'microwave', 'mode': 'Convection', 'args': {'watts': 100, 'time': 18.0}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fan', 'mode': 'speed', 'args': {'action': 'increase by', 'level': 3}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'SteamSanitize', 'args': {'load_status': 'partial_wet'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]",Romanised Urdu (Latin)
ڈرائر کو ایئر فلف پر شروع کرو اور فرج کو چونتیس منٹ کے لئے ڈی اوڈورائز کرو، اس کے بعد پنکھے کی رفتار کم کرو۔,"[{'device': 'dryer', 'mode': 'AirFluff', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'Deodorize', 'args': {'duration': 34}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'speed', 'args': {'action': 'down'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Urdu (Nastaliq)
"Gudda ubike yantranni super speed lo 12 load size tho start cheyyi, tarvata entertainment lo spotify open cheyyi, tarvata aarabettedanni delicate fabric kosam wool setting lo machine washable lo pettu.","[{'device': 'washer', 'mode': 'SuperSpeed', 'args': {'load_size': 12}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'openApp', 'args': {'appName': 'Spotify'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'Wool', 'args': {'fabric_type': 'delicate', 'machine_washable': True}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]",Romanised Telugu (Latin)
"ਪਹਿਲਾਂ ਮਾਈਕ੍ਰੋਵੇਵ ਨੂੰ 180 ਤੇ 2.5 ਮਿੰਟ ਲਈ ਚਲਾਓ, ਅਤੇ ਨਾਲ ਹੀ ਡਰਾਇਰ ਨੂੰ ਡੈਨਿਮ ਮੋਡ ਤੇ ਸ਼ੁਰੂ ਕਰੋ।","[{'device': 'microwave', 'mode': 'Microwave', 'args': {'temp': 180, 'time': 2.5}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'Denim', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Punjabi (Gurmukhi)
"ਪਹਿਲਾਂ ਡਰਾਇਰ ਨੂੰ ਐਕਟਿਵਵੇਅਰ 'ਤੇ ਚਲਾਓ, ਫਿਰ ਪੱਖੇ ਨੂੰ ਆਟੋ 'ਤੇ ਲਗਾਓ, ਅਤੇ ਇਸਦੇ ਨਾਲ ਹੀ ਏਸੀ ਨੂੰ ਏਅਰ ਪਿਉਰੀਫਾਈ ਮੋਡ 'ਤੇ ਚਲਾਓ, ਫਿਰ ਵਾਸ਼ਰ ਨੂੰ ਬੈਡਿੰਗ ਮੋਡ 'ਤੇ ਤੌਲੀਏ ਦੇ 8 ਦੇ ਲੋਡ ਸਾਈਜ਼ ਨਾਲ ਚਲਾਓ।","[{'device': 'dryer', 'mode': 'Activewear', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'AirPurify', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'washer', 'mode': 'Bedding', 'args': {'item_type': 'towel', 'load_size': 8}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]",Punjabi (Gurmukhi)
Breaking news chalao.,"[{'device': 'tv', 'mode': 'search', 'args': {'input': 'breaking news'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]",Romanised Hindi (Latin)
Entertainment ta local weather search koro.,"[{'device': 'tv', 'mode': 'search', 'args': {'input': 'local weather'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]",Romanised Bengali (Latin)
"Fridge PowerCool kazhinju, tv record cheyyu 107 minutes-ukku, athu kazhinju fan speed onnu kootu, appo thanne cooling FastHeat aakku.","[{'device': 'fridge', 'mode': 'PowerCool', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'record', 'args': {'duration': 107}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'speed', 'args': {'action': 'increase by', 'level': 1}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'FastHeat', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Romanised Malayalam (Latin)
"First, navigate up on the entertainment. Then, turn on WindFree on the cooling, set fridge display brightness to level 4, start steam refresh on the laundry with 8 items partially wet, and start a bedding cycle for jeans with a load size of 9 on the other laundry all at the same time.","[{'device': 'tv', 'mode': 'navigate', 'args': {'direction': 'up'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'WindFree', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'DisplayBrightness', 'args': {'level': 4}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'SteamRefresh', 'args': {'item_count': 8, 'load_status': 'partial_wet'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'Bedding', 'args': {'item_type': 'jeans', 'load_size': 9}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",English (Latin)
"माइक्रोवेव को 11 मिनट के लिए सॉफ्टन मोड पर चलाओ, फिर फ्रिज को पावरकूल मोड में डालो, और उसके बाद टीवी की जानकारी दिखाओ।","[{'device': 'microwave', 'mode': 'Soften', 'args': {'time': 11.0}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'PowerCool', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'tv', 'mode': 'info', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]",Hindi (Devanagari)
ಒಗೆಯುವ ಯಂತ್ರವನ್ನು ಸೂಪರ್‌ಸ್ಪೀಡ್‌ನಲ್ಲಿ 5 ಕೆ.ಜಿ ಲೋಡ್‌ನೊಂದಿಗೆ ಚಾಲೂ ಮಾಡಿ ಮತ್ತು ತದನಂತರ ರೆಫ್ರಿಜರೇಟರ್ ಅನ್ನು ಸ್ವಯಂ ಸ್ವಚ್ಛಗೊಳಿಸುವ ಕ್ರಮಕ್ಕೆ ಹಾಕಿ.,"[{'device': 'washer', 'mode': 'SuperSpeed', 'args': {'load_size': 5}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'SelfClean', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Kannada (Kannada Script)
"Entertainment ko USB par set karo aur pankhe ki raftaar badhao, phir AC ko 24 degree par set karo.","[{'device': 'tv', 'mode': 'inputSource', 'args': {'source': 'USB'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'speed', 'args': {'action': 'increase by', 'level': 4}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'TemperatureControl', 'args': {'temperature': 24}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Romanised Hindi (Latin)
"ആദ്യം ഫാൻ ഓഫ് ചെയ്യുക, ശേഷം ടിവി ഗൈഡ് തുറക്കുക, അതോടൊപ്പം തന്നെ 200 വാട്ട്സിൽ 5.5 മിനിറ്റിന് കൺവെക്ഷൻപ്ലസ് ചൂടാക്കുക, പിന്നീട് ഡ്രയർ ബെഡ്ഡിംഗ് മോഡിൽ ഇടുക, അതോടൊപ്പം വാഷർ മീഡിയം ലോഡ് സൈസിൽ വൂൾ മോഡിൽ പ്രവർത്തിപ്പിക്കുക.","[{'device': 'fan', 'mode': 'power', 'args': {'state': 'off'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'guide', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'ConvectionPlus', 'args': {'watts': 200, 'time': 5.5}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'Bedding', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'Wool', 'args': {'load_size': 'medium'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Malayalam (Malayalam Script)
"ಮೊದಲು ಟಿವಿ ಯಿಂದ ನಿರ್ಗಮಿಸಿ, ನಂತರ ಮೈಕ್ರೋವೇವ್‌ನಲ್ಲಿ 5 ನಿಮಿಷಗಳ ಕಾಲ ತ್ವರಿತ ಡಿಫ್ರಾಸ್ಟ್ ಅನ್ನು ಚಲಾಯಿಸಿ, ಫ್ರಿಡ್ಜ್ನಲ್ಲಿ ಸ್ಮಾರ್ಟ್‌ಗ್ರಿಡ್ ಅನ್ನು ಪ್ರಾರಂಭಿಸಿ ಮತ್ತು ನಂತರ ಡ್ರೈಯರ್‌ನಲ್ಲಿ 5 ತೇವ ವಸ್ತುಗಳಿಗಾಗಿ ಸ್ಟೀಮ್ ರಿಫ್ರೆಶ್ ಅನ್ನು ಪ್ರಾರಂಭಿಸಿ.","[{'device': 'tv', 'mode': 'exit', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'microwave', 'mode': 'QuickDefrost', 'args': {'time': 5.0}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'SmartGrid', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'SteamRefresh', 'args': {'item_count': 5, 'load_status': 'wet'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]",Kannada (Kannada Script)
"टीव्ही चॅनेल ९३२ वर लावा, मग एसी फास्ट हीट मोडवर चालू करा, आणि नंतर ड्रायर सुरकुत्या नसलेल्या कपड्यांसाठी सुपरस्पीड मोडवर सुरू करा.","[{'device': 'tv', 'mode': 'channel', 'args': {'number': 932}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'FastHeat', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'SuperSpeed', 'args': {'fabric_type': 'wrinklefree'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]",Marathi (Devanagari)
"Laundry nu eco normal te perm press cotton naal chalao, naal hi microwave nu favorite mode te start kardo.","[{'device': 'dryer', 'mode': 'EcoNormal', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'PermPress', 'args': {'fabric_type': 'cotton', 'soil_level': 'normal'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Favorite', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]",Romanised Punjabi (Latin)
"TV-te Spotify kholo, ebong AC-ta-o chalu koro.","[{'device': 'tv', 'mode': 'openApp', 'args': {'appName': 'Spotify'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'PowerOn', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]",Romanised Bengali (Latin)
"ముందుగా ఫ్రిజ్ ని డీఓడరైజ్ చేసి, ఆ తర్వాత ఫ్యాన్ ఆటో మోడ్ లో పెట్టు.","[{'device': 'fridge', 'mode': 'Deodorize', 'args': {'duration': 3}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]",Telugu (Telugu Script)
ਡ੍ਰਾਇਅਰ ਨੂੰ ਡੈਲੀਕੇਟ ਫੈਬਰਿਕ ਤੇ ਚਲਾ ਦਿਓ।,"[{'device': 'dryer', 'mode': 'Normal', 'args': {'fabric_type': 'delicate'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]",Punjabi (Gurmukhi)
"Mutepannu entertainment ah, apram fridge child lock off pannu, aduthu microwave la 220 degrees la 21 nimisham vechu chalao.","[{'device': 'tv', 'mode': 'volume', 'args': {'direction': 'mute'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'ChildLock', 'args': {'status': 'off'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Microwave', 'args': {'temp': 220, 'time': 21.0}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]",Romanised Tamil (Latin)
గాలిని శుభ్రం చేయి.,"[{'device': 'ac', 'mode': 'AirPurify', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]",Telugu (Telugu Script)
"AC beep sound on cheyyi, microwave lo temp 220 degrees lo 15 nimishalu pettandi, fridge freezer ni fridge laaga maarcheydi 21 duration ki, tarvata washer colors koro, tarvata dryer ni 106 duration ki time dry cheyyi.","[{'device': 'ac', 'mode': 'BeepSound', 'args': {'status': 'on'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'microwave', 'mode': 'Microwave', 'args': {'temp': 220, 'time': 15.0}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'ConvertFreezerToFridge', 'args': {'duration': 21}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'washer', 'mode': 'Colors', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'TimeDry', 'args': {'duration': 106}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]",Romanised Telugu (Latin)
"Laundry heavy duty alli soil level light set madu, adu aada mele microwave deodorize chalu madu.","[{'device': 'washer', 'mode': 'HeavyDuty', 'args': {'soil_level': 'light'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Deodorize', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Romanised Kannada (Latin)
"ਪਹਿਲਾਂ ਪੱਖੇ ਦੀ ਰਫ਼ਤਾਰ ਘਟਾ ਦਿਓ, ਅਤੇ ਨਾਲ ਹੀ ਕੱਪੜੇ ਧੋਣ ਵਾਲੀ ਮਸ਼ੀਨ ਨੂੰ ਸੈਲਫ ਕਲੀਨ ਕਰੋ ਤੇ ਕੂਲਿੰਗ ਵਿੱਚ ਨਮੀ ਕੰਟਰੋਲ ਸ਼ੁਰੂ ਕਰੋ।","[{'device': 'fan', 'mode': 'speed', 'args': {'action': 'down'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'SelfClean', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'HumidityControl', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Punjabi (Gurmukhi)
"Pehle dryer ko rack dry pe laga do, phir entertainment ka info dikhao, aur uske baad laundry machine ko wool aur small load size pe chalao.","[{'device': 'dryer', 'mode': 'RackDry', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'info', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'Wool', 'args': {'load_size': 'small'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]",Romanised Urdu (Latin)
"Cooling ah fast pannu, apparam microwave la convection mode la 400 watts la 18.5 nimidam podu, aduthu laundry ah spin only koro, athey samayathula fridge la ice maker on pannu.","[{'device': 'ac', 'mode': 'FastCool', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Convection', 'args': {'watts': 400, 'time': 18.5}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'SpinOnly', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'IceMaker', 'args': {'status': 'on'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Romanised Tamil (Latin)
"ആദ്യം മൈക്രോവേവ് വൃത്തിയാക്കുക, ശേഷം എയർ കണ്ടീഷണർ අයනීකරണം ചെയ്യുക, അതിനുശേഷം ഫ്രിഡ്ജ് സ്മാർട്ട് ഗ്രിഡിലേക്ക് മാറ്റുക, അതോടൊപ്പം ഡ്രയർ ചുളിവുകളില്ലാത്ത തുണികൾക്കായി പ്രവർത്തിപ്പിക്കുക.","[{'device': 'microwave', 'mode': 'Deodorize', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'Ionizer', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'SmartGrid', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'PermPress', 'args': {'fabric_type': 'wrinklefree'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Malayalam (Malayalam Script)
"Fan speed onnu kootti kazhinjittu, entertainment mute cheyyu. Athu pole thanne cooling dry mode-il aakanam.","[{'device': 'fan', 'mode': 'speed', 'args': {'action': 'increase by', 'level': 1}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'volume', 'args': {'direction': 'mute'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'Dry', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Romanised Malayalam (Latin)
पंखा बंद कर आणि त्याच वेळी मायक्रोवेव्ह 400 वॅट्स वर अडीच मिनिटे convection plus मोड मध्ये सुरू कर.,"[{'device': 'fan', 'mode': 'power', 'args': {'state': 'off'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'ConvectionPlus', 'args': {'watts': 400, 'time': 2.5}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Marathi (Devanagari)
Cooling di child lock band kar deo.,"[{'device': 'ac', 'mode': 'ChildLock', 'args': {'status': 'off'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]",Punjabi (Gurmukhi)
"വാഷർ ആക്റ്റീവ് വെയറിലേക്ക് മാറ്റുക, അതേസമയം ഡ്രയർ ടവ്വൽസിലേക്ക് മാറ്റുക, അതിനുശേഷം ഫ്രിഡ്ജ് സ്മാർട്ട് ഗ്രിഡിലേക്ക് മാറ്റുക, കൂടാതെ ടിവി 117 മിനിറ്റ് റെക്കോർഡ് ചെയ്യാൻ തുടങ്ങുക.","[{'device': 'washer', 'mode': 'Activewear', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'Towels', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'SmartGrid', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'tv', 'mode': 'record', 'args': {'duration': 117}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]",Malayalam (Malayalam Script)
پہلے ریفریجریٹر کا درجہ حرارت 20 پر سیٹ کرو، اور ساتھ ہی اے سی کی بیپ آواز بند کردو، پھر لانڈری کو رنگوں کے موڈ پر چلاؤ۔,"[{'device': 'fridge', 'mode': 'SetFridgeTemp', 'args': {'temperature': 20}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'BeepSound', 'args': {'status': 'off'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'Colors', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Urdu (Nastaliq)
"Turn on the fan and set the AC fan speed to high, then start a heavy duty cycle for synthetics on the laundry.","[{'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'FanSpeed', 'args': {'speed': 'high'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'HeavyDuty', 'args': {'fabric_type': 'synthetic'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",English (Latin)
"Fan band karo aur cooling chalao, phir deodorize koro fridge ko 11 minute ke liye, uske baad microwave ko 180 degree per 15 minute ke liye set koro, aur saath hi laundry ko small load size 12 per chalao.","[{'device': 'fan', 'mode': 'power', 'args': {'state': 'off'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'PowerOn', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'Deodorize', 'args': {'duration': 11}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Microwave', 'args': {'temp': 180, 'time': 15.0}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'SmallLoad', 'args': {'load_size': 12}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]",Romanised Hindi (Latin)
"ఫ్యాన్ వేగం పెంచు, ఆ తరువాత డ్రైయర్ ని స్టీమ్ శానిటైజ్ మోడ్ లో డ్రై గా ఉంచు, మరియు ఫ్రిడ్జ్ డిస్ప్లే బ్రైట్నెస్ లెవెల్ 1 కి సెట్ చేయి.","[{'device': 'fan', 'mode': 'speed', 'args': {'action': 'up'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'SteamSanitize', 'args': {'load_status': 'dry'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'DisplayBrightness', 'args': {'level': 1}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]",Telugu (Telugu Script)
