generated_query,device_info
"पहले पंखा चालू करो, और साथ ही फ्रिज का डोर अलार्म चालू कर दो और वाशर को बेडिंग मोड में शर्ट और बड़े लोड साइज के साथ चलाओ। फिर, जब ड्रायर हैवी ड्यूटी मोड में सिंथेटिक कपड़ों के लिए चल जाए, तो टीवी की सेटिंग्स में नेटवर्क मेनू खोलो।","[{'device': 'fan', 'mode': 'power', 'args': {'state': 'on'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'HeavyDuty', 'args': {'fabric_type': 'synthetic'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'DoorAlarm', 'args': {'status': 'on'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'washer', 'mode': 'Bedding', 'args': {'item_type': 'shirt', 'load_size': 'large'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'tv', 'mode': 'settings', 'args': {'menu': 'network'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
"Dhulai ke liye PowerSteam mode mein heavy soil level set karo, aur saath mein AC ka ionizer bhi chalu kar do.","[{'device': 'washer', 'mode': 'PowerSteam', 'args': {'soil_level': 'heavy'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'Ionizer', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Microwave ko convection plus mode mein 400 watts par 1 minute ke liye chalao, phir fridge mein power cool chalao. Uske baad, washer ko self clean mode mein chalao aur saath mein fan ki speed badhao aur AC ka timer 10 minute ke liye set karo.","[{'device': 'microwave', 'mode': 'ConvectionPlus', 'args': {'watts': 400, 'time': 1.0}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'PowerCool', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'washer', 'mode': 'SelfClean', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fan', 'mode': 'speed', 'args': {'action': 'up'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'Timer', 'args': {'duration': 10}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
"First, set the fridge to vacation mode, then turn on the entertainment. Simultaneously, while the entertainment is turning on, turn off the fan and set the cooling to energy saving mode.","[{'device': 'fridge', 'mode': 'VacationMode', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'power', 'args': {'status': 'on'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'power', 'args': {'state': 'off'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'EnergySaving', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
Microwave ko favourite mode mein chalao.,"[{'device': 'microwave', 'mode': 'Favorite', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}]"
"टीवी पर चैनल 879 लगाओ, और साथ ही पंखा बंद करो और वाशर को पावर रिंस मोड पर चलाओ।","[{'device': 'tv', 'mode': 'channel', 'args': {'number': 879}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fan', 'mode': 'power', 'args': {'state': 'off'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'washer', 'mode': 'PowerRinse', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
पंखे की स्पीड बढ़ा दो।,"[{'device': 'fan', 'mode': 'speed', 'args': {'action': 'up'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}]"
फ्रिज में बर्फ बनाने वाला चालू करो,"[{'device': 'fridge', 'mode': 'IceMaker', 'args': {'status': 'on'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}]"
"Microwave ko convection mode me 1000 watts par 7.5 minute ke liye chalao, phir jab microwave ho jaye to turant TV ko AV source par set karo aur AC chala do, phir hawa ke liye fan ko auto mode par set kar dena.","[{'device': 'microwave', 'mode': 'Convection', 'args': {'watts': 1000, 'time': 7.5}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'inputSource', 'args': {'source': 'AV'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'Cool', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Start power freeze on the food storage, and at the same time search for local weather on the entertainment system.","[{'device': 'fridge', 'mode': 'PowerFreeze', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'search', 'args': {'input': 'local weather'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
टीवी पर चैनल नंबर 482 लगा दो,"[{'device': 'tv', 'mode': 'channel', 'args': {'number': 482}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}]"
"Microwave ko soften mode mein 20.5 seconds ke liye chalao, phir cooling band karke sleep mode on karo, uske baad fan ki speed 3 level se kam kar do.","[{'device': 'microwave', 'mode': 'Soften', 'args': {'time': 20.5}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'Sleep', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'speed', 'args': {'action': 'decrease by', 'level': 3}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]"
"खाना गरम करने के लिए माइक्रोवेव को 200 डिग्री पर 13 मिनट के लिए चालू करो, और उसके बाद हवा के लिए पंखा चालू कर दो","[{'device': 'microwave', 'mode': 'Microwave', 'args': {'temp': 200, 'time': 13.0}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'power', 'args': {'state': 'on'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"AC को ऑटो मोड पर चालू करो, और साथ ही पंखे को भी ऑटो मोड पर सेट कर दो","[{'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'Auto', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
"पहले ड्रायर को बेडशीट मोड में चलाओ, और साथ ही पंखे को ऑटो मोड पर सेट कर दो.","[{'device': 'dryer', 'mode': 'Bedding', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
Washer ko Delicates mode me delicate fabric ke liye chalao.,"[{'device': 'washer', 'mode': 'Delicates', 'args': {'fabric_type': 'delicate'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}]"
पंखे को बंद कर दो,"[{'device': 'fan', 'mode': 'power', 'args': {'state': 'off'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]"
"AC ko Dry mode par chalao aur TV par picture settings kholo, phir Dryer ko AirFluff mode mein shuru karo, aur uske baad microwave ko AutoCook mode mein chalao.","[{'device': 'ac', 'mode': 'Dry', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'AirFluff', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'microwave', 'mode': 'AutoCook', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'tv', 'mode': 'settings', 'args': {'menu': 'picture'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
"पहले माइक्रोवेव को ऑटो कुक मोड पर चलाओ, फिर ड्रायर को डेलिकेट्स मोड पर चलाओ, और साथ ही पंखा बंद कर दो।","[{'device': 'fan', 'mode': 'power', 'args': {'state': 'off'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'AutoCook', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'Delicates', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Start self-cleaning the cooling, and then after that's done, run the dryer on PermPress for wool.","[{'device': 'ac', 'mode': 'SelfClean', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'PermPress', 'args': {'fabric_type': 'wool'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Dryer को PermPress मोड में wrinklefree कपड़े के लिए चलाओ, फिर AC से humidity control चालू करो, उसके बाद fridge का door alarm बंद कर दो.","[{'device': 'dryer', 'mode': 'PermPress', 'args': {'fabric_type': 'wrinklefree'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'HumidityControl', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'DoorAlarm', 'args': {'status': 'off'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}]"
"Microwave mein auto cook aur dryer ko AI optimal dry mode par saath mein shuru karo, phir jab ye ho jaaye to thodi nami kam karne ke liye AC chala do.","[{'device': 'dryer', 'mode': 'AiOptimalDry', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'AutoCook', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'Dehumidify', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"फ्रिज को 44 मिनट के लिए एनर्जी सेविंग मोड में डाल दो, साथ ही पंखा बंद कर दो और ड्रायर को एक्टिववियर मोड पर चालू कर दो।","[{'device': 'fridge', 'mode': 'EnergySavingMode', 'args': {'duration': 44}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}, {'device': 'fan', 'mode': 'power', 'args': {'state': 'off'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'Activewear', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': True}]"
"Start the drying machine for denim along with turning off the entertainment, and set the fan to auto; then, after that's done, start cooling the room quickly.","[{'device': 'dryer', 'mode': 'Denim', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'FastCool', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'exit', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"टीवी की आवाज़ 73 लेवल नीचे करो, फिर कपड़े धोने की मशीन को नार्मल मोड पर चालू करो, उसके बाद हवा को साफ़ करने वाला मोड चालू करो, फिर कपड़े सुखाने वाले को डेलिकेट मोड पर चलाओ, और आखिर में फ्रिज को 43 मिनट के लिए फ़्रीज़र से फ्रिज में बदलो।","[{'device': 'tv', 'mode': 'volume', 'args': {'direction': 'down', 'level': 73}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'Normal', 'args': {'load_type': 'regular', 'soil_level': 'normal'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'AirPurify', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'Delicates', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'ConvertFreezerToFridge', 'args': {'duration': 43}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]"
Start the drying using the rack dry setting.,"[{'device': 'dryer', 'mode': 'RackDry', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]"
"फ्रिज का वाटर फिल्टर रीसेट करो, फिर कमरे को ठंडा करने के लिए AC को ऑटो मोड पर चालू करो, उसके बाद कपड़े सुखाने के लिए dryer को Ai Optimal Dry मोड में चलाओ।","[{'device': 'fridge', 'mode': 'WaterFilterReset', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'Auto', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'AiOptimalDry', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Microwave ko AutoCook pe chalao, aur dryer ko bedding mode par. Dryer ke baad, fan ki speed badhao. Fir, TV band karo. Uske baad, AC ko 24 ghante ke timer par set karo.","[{'device': 'dryer', 'mode': 'Bedding', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fan', 'mode': 'speed', 'args': {'action': 'up'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'tv', 'mode': 'exit', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'microwave', 'mode': 'AutoCook', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'Timer', 'args': {'duration': 24}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
Start the dryer for activewear and purify the air.,"[{'device': 'dryer', 'mode': 'Activewear', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'AirPurify', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]"
"Pehle TV par Netflix chalao. Uske saath hi, microwave ko AutoCook mode par shuru karo. Phir, dryer mein SteamRefresh mode ko 9 items ke liye chalao jab load dry ho jaye. Uske baad, AC ki display light chalu karo. Aur ant mein, washer ko SmallLoad mode mein 5 load size ke saath shuru karo.","[{'device': 'tv', 'mode': 'openApp', 'args': {'appName': 'Netflix'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'microwave', 'mode': 'AutoCook', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'SteamRefresh', 'args': {'item_count': 9, 'load_status': 'dry'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'DisplayLight', 'args': {'status': 'on'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'washer', 'mode': 'SmallLoad', 'args': {'load_size': 5}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
"Start the washer in Denim mode for medium colored clothes, along with automatically controlling the air flow in the room with the fan and using the convection plus feature on the cooking appliance at 800 watts for 30 minutes, then once those are finished, run Self Clean on the cooling. Also, at the same time as the washer, fan and cooking appliance are running, open Netflix on the entertainment device.","[{'device': 'washer', 'mode': 'Denim', 'args': {'color_shade': 'medium'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'ConvectionPlus', 'args': {'watts': 800, 'time': 0.5}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'SelfClean', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'openApp', 'args': {'appName': 'Netflix'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"First, turn on the beep sound for the cooling, and simultaneously set the display brightness of the refrigerator to level 5. After that, open the menu on the entertainment device.","[{'device': 'ac', 'mode': 'BeepSound', 'args': {'status': 'on'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'menu', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'DisplayBrightness', 'args': {'level': 5}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Start the microwave on auto cook and after that, run the self-clean cycle on the washer, then decrease the speed of the fan.","[{'device': 'microwave', 'mode': 'AutoCook', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'speed', 'args': {'action': 'down'}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'SelfClean', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Washer ko regular load aur heavy soil level par normal mode mein chalao, dryer ko 10 items ke liye 114 minute ke WrinkleAway mode mein, microwave ko deodorize mode mein aur fridge ka door alarm band karo. Phir, jab washer aur dryer ho jaye, toh TV par channel 933 laga do.","[{'device': 'dryer', 'mode': 'WrinkleAway', 'args': {'item_count': 10, 'duration': 114}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'tv', 'mode': 'channel', 'args': {'number': 933}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'washer', 'mode': 'Normal', 'args': {'load_type': 'regular', 'soil_level': 'heavy'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Deodorize', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'DoorAlarm', 'args': {'status': 'off'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
Fridge mein power cool chala do.,"[{'device': 'fridge', 'mode': 'PowerCool', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]"
टीवी पर गाइड दिखाओ और उसके बाद माइक्रोवेव में ऑटो कुक चालू करो,"[{'device': 'tv', 'mode': 'guide', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'microwave', 'mode': 'AutoCook', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
"Fridge ka door alarm chalu karo, phir uske baad dryer ko denim mode par chalao.","[{'device': 'fridge', 'mode': 'DoorAlarm', 'args': {'status': 'on'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'Denim', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}]"
"Fan ko band karo aur TV ka volume 20 level up karo saath mein. Phir, fridge ka self-clean shuru karo, aur uske baad washer ko Activewear mode mein chalao.","[{'device': 'fan', 'mode': 'power', 'args': {'state': 'off'}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'tv', 'mode': 'volume', 'args': {'direction': 'up', 'level': 20}, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'SelfClean', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'washer', 'mode': 'Activewear', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
"Start the washing machine on the steam whites cycle, and add bleach.","[{'device': 'washer', 'mode': 'SteamWhites', 'args': {'bleach_option': 'yes'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]"
"कपड़े धोने के लिए मशीन को हैवी ड्यूटी मोड पर चालू करो, लाइट मिट्टी के स्तर के साथ.","[{'device': 'washer', 'mode': 'HeavyDuty', 'args': {'soil_level': 'light'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]"
ऊन के कपड़ों के लिए ड्रायर को मशीन वाश सेटिंग पर चलाओ।,"[{'device': 'dryer', 'mode': 'Wool', 'args': {'fabric_type': 'wool', 'machine_washable': True}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': False}]"
"Start the dryer on the Shirts setting, then microwave food at 220 degrees for 2.5 minutes, then search for live sports on the TV, then clean the AC filter, and finally, deodorize the fridge for 35 minutes.","[{'device': 'dryer', 'mode': 'Shirts', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}, {'device': 'microwave', 'mode': 'Microwave', 'args': {'temp': 220, 'time': 2.5}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}, {'device': 'tv', 'mode': 'search', 'args': {'input': 'live sports'}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'FilterClean', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}, {'device': 'fridge', 'mode': 'Deodorize', 'args': {'duration': 35}, 'execution_type': 'sequential', 'task_type': 'Sequential', 'explicitly_mentioned': True}]"
"Turn off the AC, then open the menu on the TV.","[{'device': 'ac', 'mode': 'PowerOff', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'tv', 'mode': 'menu', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
"First, set the fridge to SmartGrid mode. After that's done and the TV is off, clean the AC filter. Then, deodorize the microwave and once that is done, start the dryer on the Towels setting.","[{'device': 'fridge', 'mode': 'SmartGrid', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'tv', 'mode': 'exit', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'ac', 'mode': 'FilterClean', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'microwave', 'mode': 'Deodorize', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}, {'device': 'dryer', 'mode': 'Towels', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': True}]"
Start the washing machine on spin only.,"[{'device': 'washer', 'mode': 'SpinOnly', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]"
"Start the spin cycle, wrinkle away for 10 items and 55 minutes, and energy saving mode for the fridge for 20 minutes all at the same time.","[{'device': 'washer', 'mode': 'SpinOnly', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'dryer', 'mode': 'WrinkleAway', 'args': {'item_count': 10, 'duration': 55}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}, {'device': 'fridge', 'mode': 'EnergySavingMode', 'args': {'duration': 20}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]"
TV par guide kholo aur saath mein pankhe ko auto mode par set karo.,"[{'device': 'tv', 'mode': 'guide', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"First, start the fast heating. At the same time, turn on the automatic fan. Once the heating is done, microwave for 25 seconds at 180 degrees.","[{'device': 'ac', 'mode': 'FastHeat', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'microwave', 'mode': 'Microwave', 'args': {'temp': 180, 'time': 25.0}, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
"Start the cooling system in sleep mode and once that is done, set the air circulation to auto.","[{'device': 'fan', 'mode': 'auto', 'args': None, 'execution_type': 'sequential', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}, {'device': 'ac', 'mode': 'Sleep', 'args': None, 'execution_type': 'concurrent', 'task_type': 'Sequential and Concurrent', 'explicitly_mentioned': False}]"
Start the drying machine on SuperSpeed mode for cotton.,"[{'device': 'dryer', 'mode': 'SuperSpeed', 'args': {'fabric_type': 'cotton'}, 'execution_type': 'concurrent', 'task_type': 'Concurrent', 'explicitly_mentioned': False}]"
